Age,Gender,Marital_Status,Income_Level,Transaction_Frequency,Total_Monetary_Value,Avg_Transaction_Value,Category_Diversity,Total_Interactions,Complaint_Count,Unresolved_Complaint_Ratio,Login_Frequency,Days_Since_Last_Login,Service_Channel,Churn
45,Female,Single,High,7,1562.83,223.26142857142855,3,0.0,0.0,0.0,40,124,Mobile App,0
63,Female,Widowed,Low,4,1117.33,279.3325,4,1.0,0.0,0.0,35,342,Online Banking,0
25,Female,Divorced,Low,3,605.79,201.92999999999998,2,2.0,0.0,0.0,3,200,Website,0
57,Female,Single,Low,7,2069.7,295.6714285714285,4,0.0,0.0,0.0,26,213,Online Banking,1
39,Female,Single,High,6,1217.78,202.96333333333334,4,0.0,0.0,0.0,33,179,Mobile App,0
51,Female,Married,Low,5,1423.1,284.62,4,1.0,0.0,0.0,22,313,Online Banking,0
62,Male,Divorced,Medium,4,1209.94,302.485,3,1.0,0.0,0.0,6,264,Mobile App,0
52,Female,Single,High,4,836.33,209.0825,3,2.0,1.0,1.0,42,43,Online Banking,0
52,Male,Married,Medium,8,1563.95,195.49375,5,1.0,0.0,0.0,34,17,Online Banking,0
42,Male,Single,High,5,2016.68,403.336,4,1.0,0.0,0.0,3,163,Online Banking,1
51,Female,Widowed,Low,5,1362.8600000000001,272.572,2,0.0,0.0,0.0,17,103,Online Banking,1
23,Male,Married,Medium,6,1683.1299999999999,280.52166666666665,4,0.0,0.0,0.0,6,231,Mobile App,0
58,Male,Single,High,5,1026.5900000000001,205.31800000000004,4,0.0,0.0,0.0,42,123,Mobile App,0
54,Female,Widowed,Low,2,512.1899999999999,256.09499999999997,2,2.0,0.0,0.0,5,273,Website,1
18,Male,Widowed,Low,2,615.0699999999999,307.53499999999997,2,2.0,0.0,0.0,20,205,Website,0
29,Female,Widowed,High,8,2217.85,277.23125,5,2.0,1.0,1.0,1,286,Website,0
52,Male,Married,High,1,30.48,30.48,1,0.0,0.0,0.0,24,48,Mobile App,0
23,Male,Widowed,High,1,403.33,403.33,1,1.0,0.0,0.0,9,108,Mobile App,0
34,Female,Divorced,High,6,1572.74,262.12333333333333,4,2.0,1.0,1.0,15,97,Website,0
26,Male,Single,Medium,8,2429.7,303.7125,5,2.0,0.0,0.0,37,26,Website,0
19,Male,Divorced,High,1,209.68,209.68,1,0.0,0.0,0.0,18,340,Mobile App,0
35,Female,Widowed,Low,6,1882.08,313.68,3,1.0,0.0,0.0,22,288,Online Banking,0
66,Female,Widowed,Medium,3,960.99,320.33,2,0.0,0.0,0.0,11,298,Website,0
53,Male,Divorced,Low,1,261.24,261.24,1,1.0,0.0,0.0,38,31,Mobile App,0
45,Male,Married,Low,8,1714.0900000000001,214.26125000000002,5,0.0,0.0,0.0,3,87,Mobile App,0
58,Female,Widowed,High,6,1305.25,217.54166666666666,4,1.0,0.0,0.0,29,131,Website,0
54,Male,Widowed,Medium,1,9.8,9.8,1,2.0,0.0,0.0,46,58,Mobile App,0
66,Female,Divorced,High,4,926.5300000000001,231.63250000000002,3,2.0,0.0,0.0,32,78,Website,0
43,Female,Widowed,Low,6,1298.95,216.49166666666667,4,1.0,0.0,0.0,34,91,Online Banking,0
21,Male,Widowed,High,4,925.58,231.395,3,2.0,0.0,0.0,8,317,Website,0
57,Female,Married,High,3,948.96,316.32,2,1.0,1.0,0.0,34,226,Online Banking,0
53,Female,Married,High,3,695.73,231.91,3,1.0,0.0,0.0,5,248,Online Banking,0
68,Male,Married,High,1,288.26,288.26,1,0.0,0.0,0.0,9,170,Mobile App,0
48,Female,Married,High,9,2285.6,253.95555555555555,5,0.0,0.0,0.0,17,243,Mobile App,0
47,Male,Married,High,4,1416.68,354.17,3,1.0,1.0,0.0,20,58,Mobile App,0
67,Male,Widowed,Medium,7,1791.69,255.9557142857143,4,0.0,0.0,0.0,42,70,Mobile App,0
51,Male,Single,High,5,1400.5,280.1,3,1.0,0.0,0.0,27,260,Online Banking,0
36,Female,Widowed,Medium,4,1058.14,264.535,3,0.0,0.0,0.0,5,180,Online Banking,0
35,Male,Widowed,High,5,592.9,118.58,4,2.0,2.0,0.0,46,178,Mobile App,1
47,Male,Single,Medium,2,283.16,141.58,2,2.0,0.0,0.0,29,192,Website,0
38,Male,Divorced,Low,1,34.91,34.91,1,0.0,0.0,0.0,11,196,Online Banking,0
20,Male,Single,Medium,2,536.29,268.145,2,1.0,0.0,0.0,26,286,Mobile App,0
23,Female,Married,Medium,2,601.31,300.655,2,1.0,1.0,1.0,23,84,Mobile App,1
55,Female,Widowed,Low,8,649.71,81.21375,5,0.0,0.0,0.0,18,338,Mobile App,0
30,Male,Married,High,3,467.83,155.94333333333333,3,2.0,2.0,1.0,20,213,Website,0
62,Female,Single,High,8,2145.44,268.18,5,0.0,0.0,0.0,44,112,Website,0
20,Female,Divorced,Medium,1,477.46,477.46,1,0.0,0.0,0.0,21,295,Online Banking,0
65,Female,Divorced,High,2,823.75,411.875,2,2.0,1.0,1.0,26,324,Online Banking,0
45,Male,Widowed,High,9,2007.24,223.02666666666667,4,2.0,1.0,1.0,32,63,Online Banking,0
39,Female,Single,Low,1,61.98,61.98,1,2.0,0.0,0.0,1,42,Online Banking,0
57,Female,Married,High,4,839.3,209.825,3,1.0,0.0,0.0,2,297,Website,1
57,Female,Married,High,6,1369.7,228.28333333333333,4,2.0,2.0,1.0,4,312,Mobile App,0
29,Female,Divorced,Medium,2,553.79,276.895,2,2.0,2.0,1.0,41,93,Online Banking,0
40,Female,Widowed,High,3,605.89,201.96333333333334,2,0.0,0.0,0.0,10,281,Website,0
48,Male,Single,High,2,403.37,201.685,2,2.0,1.0,1.0,28,127,Website,0
35,Female,Married,Medium,5,848.26,169.652,3,0.0,0.0,0.0,49,259,Mobile App,0
24,Female,Divorced,Medium,8,2361.19,295.14875,4,1.0,0.0,0.0,37,141,Online Banking,0
25,Male,Widowed,Medium,9,2582.54,286.94888888888886,5,0.0,0.0,0.0,17,105,Mobile App,0
36,Male,Divorced,High,5,908.3199999999999,181.664,5,2.0,1.0,1.0,30,364,Website,0
46,Male,Widowed,High,5,1577.44,315.488,2,0.0,0.0,0.0,6,26,Website,0
61,Male,Single,High,7,2439.39,348.4842857142857,4,2.0,1.0,0.0,11,19,Website,0
37,Female,Divorced,High,6,1719.37,286.56166666666667,4,1.0,1.0,0.0,11,348,Online Banking,0
67,Female,Married,High,2,756.52,378.26,2,2.0,0.0,0.0,2,5,Mobile App,1
59,Female,Widowed,High,1,135.94,135.94,1,0.0,0.0,0.0,20,341,Mobile App,0
47,Female,Divorced,Medium,2,608.06,304.03,1,0.0,0.0,0.0,34,128,Website,0
64,Female,Widowed,Medium,1,13.86,13.86,1,0.0,0.0,0.0,41,28,Mobile App,0
39,Male,Divorced,High,4,682.9399999999999,170.73499999999999,3,1.0,0.0,0.0,1,253,Website,0
27,Female,Divorced,Low,6,1147.08,191.17999999999998,4,1.0,1.0,1.0,48,102,Mobile App,0
43,Male,Single,Medium,6,1022.86,170.47666666666666,4,1.0,0.0,0.0,27,180,Online Banking,0
68,Male,Married,High,7,2295.76,327.96571428571434,2,1.0,0.0,0.0,26,91,Online Banking,1
50,Male,Divorced,Medium,3,924.63,308.21,3,2.0,0.0,0.0,26,159,Online Banking,0
45,Female,Single,Low,6,1466.6,244.4333333333333,3,2.0,1.0,0.0,8,188,Mobile App,0
27,Female,Widowed,Medium,8,1980.5,247.5625,4,1.0,0.0,0.0,29,115,Online Banking,0
46,Male,Widowed,Medium,6,1641.62,273.6033333333333,3,1.0,0.0,0.0,17,359,Online Banking,0
61,Male,Divorced,Medium,9,1974.45,219.38333333333333,5,2.0,1.0,1.0,33,165,Mobile App,0
35,Male,Married,Medium,2,704.7,352.35,2,1.0,1.0,0.0,1,32,Online Banking,0
59,Male,Widowed,High,6,1376.54,229.42333333333332,4,2.0,2.0,0.0,24,134,Mobile App,0
18,Male,Divorced,Low,9,2702.27,300.2522222222222,5,1.0,1.0,1.0,25,253,Online Banking,0
40,Male,Widowed,High,2,588.68,294.34,2,1.0,1.0,1.0,1,162,Mobile App,1
34,Female,Single,Medium,5,1493.9,298.78000000000003,3,2.0,2.0,0.5,26,121,Website,0
60,Male,Divorced,Medium,1,266.08,266.08,1,2.0,0.0,0.0,16,288,Online Banking,1
54,Male,Divorced,Medium,3,324.4,108.13333333333333,2,1.0,0.0,0.0,49,172,Online Banking,0
48,Male,Divorced,Low,1,368.57,368.57,1,2.0,1.0,1.0,33,360,Website,0
42,Male,Single,Low,8,2316.37,289.54625,5,0.0,0.0,0.0,28,170,Mobile App,0
21,Male,Divorced,High,4,780.1800000000001,195.04500000000002,3,2.0,0.0,0.0,45,113,Online Banking,0
69,Female,Divorced,Medium,9,2282.8900000000003,253.6544444444445,5,1.0,1.0,1.0,24,349,Mobile App,1
26,Male,Single,Low,8,2154.17,269.27125,5,1.0,1.0,0.0,36,243,Website,0
45,Female,Widowed,Medium,8,1731.26,216.4075,4,2.0,1.0,0.0,14,281,Online Banking,0
47,Male,Single,High,9,2348.41,260.9344444444444,3,0.0,0.0,0.0,49,257,Mobile App,0
64,Male,Married,High,2,469.14,234.57,2,2.0,1.0,1.0,5,140,Mobile App,1
41,Female,Single,Low,9,1514.16,168.24,4,1.0,1.0,0.0,27,365,Online Banking,0
50,Male,Widowed,High,1,286.8,286.8,1,2.0,0.0,0.0,14,126,Mobile App,0
37,Female,Divorced,Low,8,1188.8400000000001,148.60500000000002,4,1.0,0.0,0.0,24,64,Online Banking,1
26,Female,Divorced,Medium,8,2518.16,314.77,4,0.0,0.0,0.0,46,350,Website,0
25,Female,Single,Low,7,2197.79,313.96999999999997,5,1.0,1.0,1.0,28,107,Mobile App,0
41,Female,Married,High,6,1939.2,323.2,3,0.0,0.0,0.0,8,349,Online Banking,0
31,Female,Single,Medium,9,3352.34,372.4822222222222,4,1.0,0.0,0.0,35,328,Website,0
35,Female,Married,High,6,1239.81,206.635,4,2.0,0.0,0.0,47,193,Online Banking,0
18,Male,Single,Medium,5,1454.45,290.89,4,2.0,0.0,0.0,35,200,Website,0
29,Female,Married,Medium,1,35.85,35.85,1,2.0,1.0,1.0,23,67,Website,0
46,Male,Married,Medium,2,267.09,133.545,2,1.0,1.0,1.0,13,236,Online Banking,0
54,Male,Divorced,Medium,9,2143.59,238.17666666666668,4,0.0,0.0,0.0,47,7,Online Banking,0
43,Female,Married,High,1,133.2,133.2,1,1.0,0.0,0.0,17,123,Website,0
50,Female,Divorced,Low,4,1143.8,285.95,4,1.0,1.0,0.0,31,307,Website,0
60,Female,Single,Medium,8,2366.3,295.7875,4,2.0,0.0,0.0,10,235,Online Banking,0
32,Male,Single,High,4,1333.6,333.4,3,2.0,1.0,1.0,36,132,Website,0
40,Female,Single,High,8,1582.08,197.76,4,1.0,1.0,0.0,29,161,Online Banking,0
46,Female,Single,High,6,1172.66,195.44333333333336,4,0.0,0.0,0.0,16,205,Mobile App,0
38,Male,Single,Low,4,1087.62,271.905,3,1.0,0.0,0.0,33,167,Website,1
36,Female,Divorced,High,9,2467.11,274.12333333333333,4,1.0,0.0,0.0,14,306,Mobile App,0
22,Male,Single,High,4,800.5600000000001,200.14000000000001,2,2.0,1.0,0.0,7,133,Online Banking,0
40,Female,Married,Low,2,339.16999999999996,169.58499999999998,2,2.0,1.0,0.0,33,6,Website,0
53,Male,Widowed,High,4,1338.28,334.57,3,0.0,0.0,0.0,3,130,Mobile App,1
37,Female,Divorced,High,4,773.11,193.2775,4,1.0,0.0,0.0,26,70,Website,0
25,Male,Married,Low,1,47.52,47.52,1,2.0,1.0,1.0,39,63,Website,0
26,Female,Widowed,Low,8,1787.4199999999998,223.42749999999998,5,0.0,0.0,0.0,5,133,Online Banking,1
31,Female,Widowed,Low,3,522.89,174.29666666666665,2,0.0,0.0,0.0,23,272,Online Banking,1
23,Male,Divorced,Medium,1,281.95,281.95,1,0.0,0.0,0.0,33,317,Mobile App,0
18,Female,Married,Low,7,1990.15,284.3071428571429,3,0.0,0.0,0.0,30,164,Mobile App,0
26,Female,Widowed,Medium,7,1533.34,219.04857142857142,3,1.0,0.0,0.0,33,120,Mobile App,0
33,Male,Widowed,Medium,8,1960.83,245.10375,4,1.0,0.0,0.0,43,28,Website,0
33,Male,Divorced,Low,8,2346.48,293.31,4,2.0,1.0,0.0,25,174,Online Banking,0
29,Female,Single,Medium,2,680.27,340.135,2,2.0,1.0,1.0,22,163,Online Banking,1
22,Male,Widowed,High,3,865.73,288.57666666666665,2,2.0,2.0,1.0,1,239,Online Banking,1
57,Female,Divorced,High,9,2322.98,258.1088888888889,4,0.0,0.0,0.0,10,236,Online Banking,0
46,Female,Divorced,Low,6,1678.1200000000001,279.68666666666667,4,1.0,0.0,0.0,23,84,Online Banking,0
63,Male,Married,Medium,2,568.35,284.175,2,1.0,0.0,0.0,33,213,Website,0
44,Male,Divorced,High,8,2309.85,288.73125,4,0.0,0.0,0.0,39,288,Online Banking,0
28,Female,Divorced,Medium,4,1273.3600000000001,318.34000000000003,3,2.0,1.0,1.0,28,132,Website,0
64,Male,Single,Medium,2,609.5799999999999,304.78999999999996,2,2.0,0.0,0.0,43,143,Mobile App,1
67,Female,Widowed,High,7,1645.76,235.10857142857142,5,2.0,1.0,0.0,8,124,Online Banking,0
45,Male,Married,Low,9,2787.1,309.67777777777775,4,1.0,1.0,0.0,27,65,Mobile App,1
69,Female,Divorced,Medium,3,508.49,169.49666666666667,2,0.0,0.0,0.0,5,310,Online Banking,0
53,Female,Married,High,8,2017.78,252.2225,4,2.0,2.0,0.5,15,3,Website,0
59,Female,Widowed,Low,9,2722.74,302.52666666666664,4,1.0,1.0,1.0,48,129,Mobile App,1
36,Female,Divorced,Medium,7,2101.4,300.2,4,2.0,1.0,0.0,22,79,Online Banking,0
52,Female,Divorced,Medium,9,1524.8400000000001,169.42666666666668,4,1.0,0.0,0.0,35,346,Mobile App,0
69,Female,Married,Medium,6,1426.2,237.70000000000002,5,1.0,0.0,0.0,30,145,Online Banking,0
48,Female,Single,Medium,1,87.02,87.02,1,0.0,0.0,0.0,48,103,Website,1
61,Male,Widowed,Low,1,184.86,184.86,1,0.0,0.0,0.0,44,1,Website,0
36,Male,Widowed,Medium,5,1592.6100000000001,318.52200000000005,4,2.0,0.0,0.0,33,291,Website,0
63,Male,Widowed,High,7,1497.89,213.98428571428573,4,1.0,0.0,0.0,30,119,Online Banking,0
41,Female,Divorced,High,1,354.64,354.64,1,1.0,0.0,0.0,36,197,Online Banking,0
19,Male,Divorced,High,5,1442.26,288.452,4,2.0,1.0,1.0,16,253,Online Banking,0
24,Male,Divorced,Low,3,873.63,291.21,2,0.0,0.0,0.0,38,53,Website,0
60,Male,Married,High,3,1282.72,427.5733333333333,2,2.0,1.0,1.0,23,103,Online Banking,0
66,Male,Widowed,Medium,5,1254.4299999999998,250.88599999999997,3,0.0,0.0,0.0,37,328,Online Banking,1
48,Female,Widowed,Medium,8,2140.54,267.5675,5,2.0,1.0,0.0,37,360,Website,0
34,Female,Widowed,High,2,594.4200000000001,297.21000000000004,2,1.0,1.0,1.0,28,16,Mobile App,0
44,Male,Single,Low,7,1770.89,252.98428571428573,5,1.0,0.0,0.0,14,89,Mobile App,1
53,Female,Divorced,Low,5,1329.4499999999998,265.89,2,0.0,0.0,0.0,4,272,Mobile App,0
67,Female,Widowed,Medium,7,965.41,137.91571428571427,3,1.0,0.0,0.0,39,99,Website,0
60,Female,Widowed,Medium,9,1768.53,196.50333333333333,3,2.0,1.0,0.0,33,59,Website,0
27,Female,Divorced,High,7,1465.9299999999998,209.4185714285714,4,0.0,0.0,0.0,31,113,Website,0
62,Female,Divorced,Low,3,521.56,173.85333333333332,3,2.0,0.0,0.0,13,140,Online Banking,0
31,Male,Widowed,High,8,2414.15,301.76875,5,2.0,1.0,0.0,36,144,Mobile App,0
24,Female,Married,Medium,5,1361.3899999999999,272.27799999999996,3,2.0,2.0,0.5,10,355,Mobile App,0
56,Male,Married,Medium,1,148.98,148.98,1,2.0,0.0,0.0,47,183,Online Banking,0
57,Female,Married,High,2,233.87,116.935,2,1.0,0.0,0.0,31,220,Website,0
26,Male,Married,Low,7,1834.48,262.06857142857143,4,0.0,0.0,0.0,26,16,Mobile App,0
31,Male,Single,Medium,5,1302.43,260.486,3,0.0,0.0,0.0,14,29,Mobile App,1
25,Female,Married,Medium,1,41.19,41.19,1,2.0,0.0,0.0,4,53,Mobile App,0
34,Male,Widowed,Low,1,488.45,488.45,1,1.0,1.0,0.0,33,289,Online Banking,0
40,Female,Widowed,Medium,3,543.99,181.33,3,2.0,0.0,0.0,47,105,Website,0
33,Male,Widowed,Low,8,1698.21,212.27625,4,0.0,0.0,0.0,13,103,Website,0
43,Male,Married,Low,7,2131.01,304.43,4,1.0,1.0,0.0,48,256,Website,0
26,Female,Divorced,Medium,7,1373.54,196.22,3,2.0,1.0,1.0,41,315,Online Banking,0
53,Male,Widowed,High,8,1920.61,240.07625,4,2.0,0.0,0.0,34,316,Online Banking,0
24,Female,Married,Medium,8,2560.36,320.045,4,1.0,1.0,1.0,43,65,Mobile App,1
35,Male,Single,Medium,1,412.55,412.55,1,1.0,0.0,0.0,35,195,Mobile App,0
25,Female,Single,Medium,5,1115.64,223.12800000000001,4,0.0,0.0,0.0,28,207,Website,0
38,Male,Widowed,Medium,2,387.51,193.755,1,0.0,0.0,0.0,31,26,Mobile App,0
43,Male,Divorced,High,5,1002.46,200.49200000000002,4,2.0,0.0,0.0,30,219,Online Banking,0
20,Female,Single,High,6,1516.93,252.8216666666667,4,2.0,0.0,0.0,32,80,Mobile App,0
34,Female,Married,High,1,169.69,169.69,1,0.0,0.0,0.0,13,31,Website,0
68,Male,Married,Low,7,1461.03,208.71857142857144,4,0.0,0.0,0.0,41,115,Mobile App,0
63,Female,Single,High,5,1460.65,292.13,3,2.0,1.0,1.0,34,235,Mobile App,0
41,Male,Widowed,Low,5,1527.63,305.526,5,0.0,0.0,0.0,8,115,Website,1
42,Male,Widowed,Medium,2,364.46,182.23,2,2.0,1.0,1.0,42,172,Mobile App,0
22,Male,Single,High,8,2341.48,292.685,3,1.0,1.0,1.0,25,75,Online Banking,0
54,Female,Married,High,1,346.54,346.54,1,0.0,0.0,0.0,33,256,Online Banking,0
62,Female,Divorced,High,2,472.88,236.44,2,0.0,0.0,0.0,10,172,Online Banking,0
67,Female,Married,High,3,565.79,188.59666666666666,3,2.0,1.0,0.0,40,9,Website,0
41,Male,Divorced,High,9,2402.0,266.8888888888889,4,1.0,1.0,1.0,34,40,Mobile App,0
48,Male,Divorced,Medium,8,1730.33,216.29125,4,2.0,1.0,1.0,44,201,Website,0
43,Male,Single,High,9,2767.15,307.4611111111111,5,0.0,0.0,0.0,33,356,Website,0
38,Female,Widowed,Low,1,62.87,62.87,1,1.0,0.0,0.0,5,294,Mobile App,0
51,Male,Divorced,Low,1,336.72,336.72,1,2.0,0.0,0.0,45,311,Online Banking,0
55,Female,Married,High,1,449.87,449.87,1,2.0,0.0,0.0,27,170,Online Banking,0
41,Female,Widowed,Low,3,391.36,130.45333333333335,3,0.0,0.0,0.0,8,267,Online Banking,1
45,Female,Widowed,High,7,1668.22,238.31714285714287,3,0.0,0.0,0.0,7,259,Online Banking,0
47,Female,Married,Medium,9,2166.33,240.70333333333332,5,0.0,0.0,0.0,22,21,Website,0
51,Female,Single,Low,4,1217.08,304.27,3,0.0,0.0,0.0,46,48,Website,0
69,Male,Widowed,High,8,1918.1599999999999,239.76999999999998,4,0.0,0.0,0.0,28,190,Online Banking,1
69,Male,Divorced,Low,4,1104.21,276.0525,3,1.0,0.0,0.0,9,15,Website,0
40,Male,Married,High,4,818.31,204.5775,3,0.0,0.0,0.0,31,9,Online Banking,0
25,Male,Divorced,Low,6,1626.7,271.1166666666667,4,2.0,0.0,0.0,4,69,Mobile App,1
59,Female,Married,Medium,6,1916.68,319.44666666666666,5,1.0,0.0,0.0,5,206,Website,1
67,Female,Married,Low,5,1109.17,221.834,4,2.0,1.0,0.0,13,356,Mobile App,0
27,Female,Widowed,Low,9,2217.2799999999997,246.36444444444442,5,0.0,0.0,0.0,6,2,Mobile App,0
18,Male,Married,Low,3,251.45999999999998,83.82,3,0.0,0.0,0.0,23,349,Online Banking,0
37,Male,Widowed,Low,9,2460.07,273.3411111111111,4,2.0,1.0,0.0,47,292,Online Banking,0
54,Female,Married,High,6,1635.1299999999999,272.52166666666665,3,1.0,1.0,0.0,35,238,Mobile App,0
35,Male,Widowed,Medium,8,2145.93,268.24125,3,1.0,0.0,0.0,34,336,Mobile App,0
38,Male,Widowed,Medium,6,806.96,134.49333333333334,4,0.0,0.0,0.0,38,42,Online Banking,0
66,Male,Single,Low,5,1615.8400000000001,323.168,3,0.0,0.0,0.0,34,169,Mobile App,1
21,Female,Widowed,Low,5,1184.28,236.856,4,2.0,0.0,0.0,11,120,Website,0
60,Male,Widowed,Medium,8,1351.01,168.87625,4,1.0,0.0,0.0,6,206,Website,1
19,Female,Widowed,Medium,9,3386.04,376.2266666666667,3,1.0,0.0,0.0,32,166,Website,0
38,Male,Single,Medium,9,2624.42,291.6022222222222,3,2.0,0.0,0.0,35,341,Website,1
54,Female,Divorced,Medium,6,1262.48,210.41333333333333,4,1.0,0.0,0.0,34,284,Mobile App,0
22,Male,Divorced,Low,7,988.39,141.19857142857143,3,0.0,0.0,0.0,43,263,Mobile App,0
34,Male,Single,Medium,7,2129.71,304.2442857142857,5,1.0,0.0,0.0,28,108,Mobile App,0
66,Female,Widowed,Low,4,758.73,189.6825,3,2.0,1.0,0.0,5,136,Online Banking,0
65,Female,Widowed,Low,7,1624.23,232.03285714285715,4,2.0,0.0,0.0,34,82,Mobile App,0
28,Female,Married,Medium,1,393.84,393.84,1,0.0,0.0,0.0,33,201,Mobile App,1
63,Male,Divorced,High,6,1101.11,183.51833333333332,3,0.0,0.0,0.0,12,39,Online Banking,0
58,Female,Widowed,Low,7,2063.08,294.7257142857143,5,2.0,0.0,0.0,40,307,Online Banking,0
48,Male,Widowed,Medium,6,1483.12,247.18666666666664,4,1.0,0.0,0.0,44,32,Website,1
45,Female,Divorced,Low,5,1491.8,298.36,3,0.0,0.0,0.0,38,360,Online Banking,0
61,Male,Widowed,High,4,976.0,244.0,3,0.0,0.0,0.0,44,125,Online Banking,0
49,Male,Single,Medium,1,269.73,269.73,1,1.0,1.0,0.0,12,85,Mobile App,0
38,Male,Widowed,Low,6,1738.1399999999999,289.69,5,1.0,0.0,0.0,37,359,Online Banking,0
24,Female,Widowed,High,2,216.79,108.395,2,1.0,0.0,0.0,1,3,Website,0
27,Male,Divorced,High,6,1554.77,259.12833333333333,4,2.0,2.0,1.0,40,124,Mobile App,0
45,Female,Single,Low,2,763.91,381.955,2,0.0,0.0,0.0,5,187,Website,1
65,Male,Married,Medium,2,458.77,229.385,2,1.0,1.0,0.0,2,32,Mobile App,0
53,Male,Divorced,Medium,9,2429.2200000000003,269.91333333333336,5,0.0,0.0,0.0,46,40,Online Banking,0
37,Male,Married,Low,8,1317.1799999999998,164.64749999999998,5,0.0,0.0,0.0,25,261,Online Banking,0
30,Male,Married,High,4,703.3299999999999,175.83249999999998,3,2.0,1.0,1.0,38,103,Mobile App,0
36,Female,Single,High,6,1336.58,222.76333333333332,4,0.0,0.0,0.0,25,25,Website,0
67,Male,Married,High,3,551.93,183.97666666666666,3,1.0,0.0,0.0,48,58,Mobile App,0
28,Male,Single,High,7,2312.7,330.38571428571424,3,2.0,2.0,0.5,22,192,Mobile App,0
52,Female,Widowed,Low,4,1009.74,252.435,3,2.0,1.0,1.0,1,144,Online Banking,1
51,Male,Single,High,9,2325.03,258.3366666666667,4,2.0,1.0,1.0,25,78,Online Banking,1
61,Female,Divorced,Low,5,1536.61,307.322,3,0.0,0.0,0.0,33,72,Online Banking,0
21,Female,Married,Medium,9,2446.54,271.8377777777778,5,1.0,0.0,0.0,22,146,Website,1
30,Male,Single,Medium,1,392.1,392.1,1,1.0,1.0,1.0,31,181,Mobile App,1
54,Male,Divorced,High,9,2027.8799999999999,225.32,5,1.0,1.0,0.0,19,323,Online Banking,1
19,Female,Single,High,5,1362.35,272.46999999999997,3,0.0,0.0,0.0,48,152,Mobile App,0
67,Female,Married,High,1,172.81,172.81,1,0.0,0.0,0.0,18,197,Online Banking,0
18,Female,Married,Medium,6,1606.29,267.715,4,0.0,0.0,0.0,1,162,Mobile App,0
57,Female,Divorced,Low,6,1639.58,273.2633333333333,4,0.0,0.0,0.0,19,360,Online Banking,0
42,Female,Divorced,Low,3,612.22,204.07333333333335,2,0.0,0.0,0.0,14,4,Mobile App,1
54,Female,Divorced,Low,5,1073.98,214.796,3,0.0,0.0,0.0,11,355,Online Banking,0
53,Female,Divorced,High,9,3078.6,342.06666666666666,5,2.0,0.0,0.0,8,98,Mobile App,1
23,Female,Divorced,Low,9,1894.4,210.4888888888889,5,2.0,2.0,0.5,18,206,Mobile App,0
24,Male,Married,High,5,1959.29,391.858,3,2.0,1.0,0.0,9,169,Mobile App,0
21,Female,Widowed,Medium,2,645.75,322.875,2,2.0,1.0,1.0,43,326,Website,1
52,Male,Divorced,Low,9,2557.54,284.1711111111111,5,2.0,0.0,0.0,28,108,Website,0
58,Male,Widowed,High,9,2090.02,232.22444444444443,5,0.0,0.0,0.0,11,132,Mobile App,0
51,Female,Divorced,Low,9,2565.36,285.04,4,1.0,0.0,0.0,49,63,Online Banking,0
46,Female,Divorced,Medium,4,462.44,115.61,3,1.0,0.0,0.0,41,25,Website,0
22,Male,Divorced,Low,4,446.32,111.58,3,1.0,0.0,0.0,30,321,Online Banking,0
44,Male,Married,Low,3,343.51,114.50333333333333,2,0.0,0.0,0.0,44,4,Online Banking,0
50,Female,Widowed,Medium,6,1353.55,225.59166666666667,4,1.0,0.0,0.0,27,230,Online Banking,0
63,Female,Married,High,8,2333.7200000000003,291.71500000000003,4,1.0,0.0,0.0,26,228,Online Banking,0
69,Female,Single,High,6,1311.6399999999999,218.60666666666665,4,0.0,0.0,0.0,49,26,Mobile App,1
27,Female,Divorced,High,9,2008.12,223.12444444444444,4,1.0,1.0,1.0,12,53,Online Banking,1
23,Male,Divorced,Low,8,2372.58,296.5725,3,2.0,1.0,1.0,38,71,Website,0
51,Male,Widowed,Low,1,388.31,388.31,1,1.0,0.0,0.0,27,64,Mobile App,0
25,Male,Married,High,3,536.31,178.76999999999998,3,2.0,1.0,1.0,37,138,Mobile App,0
48,Male,Married,High,8,2145.98,268.2475,3,0.0,0.0,0.0,17,189,Mobile App,0
26,Male,Married,Low,4,1639.36,409.84,3,1.0,0.0,0.0,46,52,Mobile App,0
38,Male,Divorced,High,6,2067.57,344.595,4,0.0,0.0,0.0,9,219,Online Banking,1
25,Male,Widowed,High,2,651.88,325.94,2,2.0,0.0,0.0,6,202,Online Banking,0
21,Female,Single,Low,6,1286.35,214.39166666666665,4,2.0,0.0,0.0,13,101,Mobile App,0
39,Female,Single,Medium,2,649.47,324.735,2,1.0,0.0,0.0,6,349,Online Banking,0
45,Female,Married,Low,2,185.03,92.515,2,2.0,2.0,0.5,38,101,Mobile App,0
62,Female,Widowed,High,3,344.77,114.92333333333333,3,0.0,0.0,0.0,4,178,Mobile App,0
21,Male,Married,High,5,939.83,187.966,4,1.0,1.0,1.0,16,129,Online Banking,1
56,Male,Married,Medium,4,1099.45,274.8625,3,1.0,1.0,1.0,36,314,Website,0
38,Female,Married,Medium,2,452.87,226.435,2,2.0,1.0,0.0,43,85,Website,1
25,Male,Single,Low,2,575.05,287.525,2,2.0,2.0,0.0,14,325,Online Banking,0
37,Male,Single,Medium,3,716.14,238.71333333333334,2,0.0,0.0,0.0,29,344,Website,0
49,Male,Married,High,9,2116.14,235.12666666666667,5,0.0,0.0,0.0,24,33,Website,0
